time,true_position,true_velocity,S1,S2,S3,fault_S1,fault_S2,fault_S3,truebias_S1,truevar_S1,clean_S1,truebias_S2,truevar_S2,clean_S2,truebias_S3,truevar_S3,clean_S3
13.97,18.714206,0.7341378965,18.90510003,18.58133596,18.48271908,0,0,0,0,0.01,18.714206,0,0.0225,18.714206,0,0.04,18.714206
13.98,18.72169979,0.7498553005,18.86624805,18.93912544,18.5232742,0,0,0,0,0.01,18.72169979,0,0.0225,18.72169979,0,0.04,18.72169979
13.99,18.72914051,0.7420401249,18.65163505,18.70878646,18.9568104,0,0,0,0,0.01,18.72914051,0,0.0225,18.72914051,0,0.04,18.72914051
14,18.73636208,0.703254333,18.72669103,18.35190597,18.62837217,0,0,0,0,0.01,18.73636208,0,0.0225,18.73636208,0,0.04,18.73636208
14.01,18.74325792,0.6809069802,18.62703755,18.84662927,18.63873867,0,0,0,0,0.01,18.74325792,0,0.0225,18.74325792,0,0.04,18.74325792
14.02,18.74995006,0.6575858363,18.73942286,18.71775085,18.51605271,0,0,0,0,0.01,18.74995006,0,0.0225,18.74995006,0,0.04,18.74995006
14.03,18.75659157,0.6570603491,18.78131245,18.65654996,18.72064435,0,0,0,0,0.01,18.75659157,0,0.0225,18.75659157,0,0.04,18.75659157
14.04,18.7632967,0.6846149977,18.65204144,18.74966416,18.86410923,0,0,0,0,0.01,18.7632967,0,0.0225,18.7632967,0,0.04,18.7632967
14.05,18.77012611,0.6820095007,18.66846495,18.69464235,18.70151702,0,0,0,0,0.01,18.77012611,0,0.0225,18.77012611,0,0.04,18.77012611
14.06,18.77684456,0.6504032439,18.8285386,18.79422975,18.78206912,0,0,0,0,0.01,18.77684456,0,0.0225,18.77684456,0,0.04,18.77684456
14.07,18.78340168,0.654144325,18.9730502,18.53521199,18.51772619,0,0,0,0,0.01,18.78340168,0,0.0225,18.78340168,0,0.04,18.78340168
14.08,18.79003851,0.6713162759,18.77897396,18.70135278,19.15425654,0,0,0,0,0.01,18.79003851,0,0.0225,18.79003851,0,0.04,18.79003851
14.09,18.79665558,0.6618178099,18.58870596,19.02286831,18.74177899,0,0,0,0,0.01,18.79665558,0,0.0225,18.79665558,0,0.04,18.79665558
14.1,18.80335386,0.6837808,18.54885022,18.8578687,18.83745809,0,0,0,0,0.01,18.80335386,0,0.0225,18.80335386,0,0.04,18.80335386
14.11,18.81000523,0.6681798807,18.81818061,18.7999682,18.6768332,0,0,0,0,0.01,18.81000523,0,0.0225,18.81000523,0,0.04,18.81000523
14.12,18.81639932,0.6096866887,18.78506458,18.92406335,18.95415965,0,0,0,0,0.01,18.81639932,0,0.0225,18.81639932,0,0.04,18.81639932
14.13,18.82229439,0.5793118148,18.87773591,19.08333596,19.41316,0,0,0,0,0.01,18.82229439,0,0.0225,18.82229439,0,0.04,18.82229439
14.14,18.82814954,0.5951462647,18.84343949,18.81792588,18.42065166,0,0,0,0,0.01,18.82814954,0,0.0225,18.82814954,0,0.04,18.82814954
14.15,18.83402784,0.5927038537,18.66527122,18.83429568,18.8889487,0,0,0,0,0.01,18.83402784,0,0.0225,18.83402784,0,0.04,18.83402784
14.16,18.83986885,0.5674701394,18.96413618,18.86855869,18.89945988,0,0,0,0,0.01,18.83986885,0,0.0225,18.83986885,0,0.04,18.83986885
14.17,18.84561194,0.5767192623,18.6837193,18.67438965,18.74535535,0,0,0,0,0.01,18.84561194,0,0.0225,18.84561194,0,0.04,18.84561194
14.18,18.85126594,0.5585515249,18.84980707,18.82958904,18.93552459,0,0,0,0,0.01,18.85126594,0,0.0225,18.85126594,0,0.04,18.85126594
14.19,18.85673544,0.5366659134,18.8284275,18.94610037,19.01638308,0,0,0,0,0.01,18.85673544,0,0.0225,18.85673544,0,0.04,18.85673544
14.2,18.86211125,0.5338517112,18.80468178,19.02558954,18.94470929,0,0,0,0,0.01,18.86211125,0,0.0225,18.86211125,0,0.04,18.86211125
14.21,18.86732524,0.5148310018,18.74893861,18.68034468,18.99429708,0,0,0,0,0.01,18.86732524,0,0.0225,18.86732524,0,0.04,18.86732524
14.22,18.87236153,0.4938277063,18.93511811,18.9982751,18.95953439,0,0,0,0,0.01,18.87236153,0,0.0225,18.87236153,0,0.04,18.87236153
14.23,18.87744584,0.5185548063,19.10293432,18.99966409,18.72085853,0,0,0,0,0.01,18.87744584,0,0.0225,18.87744584,0,0.04,18.87744584
14.24,18.88244407,0.5270042658,18.96705707,19.00934094,18.95612927,0,0,0,0,0.01,18.88244407,0,0.0225,18.88244407,0,0.04,18.88244407
14.25,18.88789345,0.5368773687,18.97203858,18.76991677,19.12154688,0,0,0,0,0.01,18.88789345,0,0.0225,18.88789345,0,0.04,18.88789345
14.26,18.89336257,0.5546788191,18.88944404,18.78099211,19.01708842,0,0,0,0,0.01,18.89336257,0,0.0225,18.89336257,0,0.04,18.89336257
14.27,18.89875553,0.5372651514,18.79877052,18.67200996,19.13055111,0,0,0,0,0.01,18.89875553,0,0.0225,18.89875553,0,0.04,18.89875553
14.28,18.9041904,0.531218028,18.88218023,18.9874964,18.72904706,0,0,0,0,0.01,18.9041904,0,0.0225,18.9041904,0,0.04,18.9041904
14.29,18.90952401,0.5350852739,18.78157188,18.77077048,19.00545965,0,0,0,0,0.01,18.90952401,0,0.0225,18.90952401,0,0.04,18.90952401
14.3,18.91485212,0.5230388169,18.91143336,18.7868922,18.81236949,0,0,0,0,0.01,18.91485212,0,0.0225,18.91485212,0,0.04,18.91485212
14.31,18.91995597,0.4989851504,18.96008586,18.93742878,18.60569498,0,0,0,0,0.01,18.91995597,0,0.0225,18.91995597,0,0.04,18.91995597
14.32,18.92480852,0.4798451041,18.94207299,19.01363354,18.78074177,0,0,0,0,0.01,18.92480852,0,0.0225,18.92480852,0,0.04,18.92480852
14.33,18.92973963,0.5021235693,19.11153809,19.09709398,18.68194273,0,0,0,0,0.01,18.92973963,0,0.0225,18.92973963,0,0.04,18.92973963
14.34,18.93483041,0.5237440613,18.88424405,18.88596533,18.98028078,0,0,0,0,0.01,18.93483041,0,0.0225,18.93483041,0,0.04,18.93483041
14.35,18.9400091,0.4870544169,18.95624411,18.9105591,18.93827839,0,0,0,0,0.01,18.9400091,0,0.0225,18.9400091,0,0.04,18.9400091
14.36,18.94493747,0.4988934227,18.94110146,18.90003786,18.6271745,0,0,0,0,0.01,18.94493747,0,0.0225,18.94493747,0,0.04,18.94493747
14.37,18.94996385,0.5229819119,19.05046052,19.07312193,19.04803807,0,0,0,0,0.01,18.94996385,0,0.0225,18.94996385,0,0.04,18.94996385
14.38,18.95516813,0.520064889,18.84307293,19.0508554,18.75111734,0,0,0,0,0.01,18.95516813,0,0.0225,18.95516813,0,0.04,18.95516813
14.39,18.96039371,0.5069856924,19.03936961,18.84391932,18.86402976,0,0,0,0,0.01,18.96039371,0,0.0225,18.96039371,0,0.04,18.96039371
14.4,18.96527113,0.4627496888,18.86550521,18.91570712,19.09423603,0,0,0,0,0.01,18.96527113,0,0.0225,18.96527113,0,0.04,18.96527113
14.41,18.96973653,0.4445074317,18.97289508,18.95048201,19.03770676,0,0,0,0,0.01,18.96973653,0,0.0225,18.96973653,0,0.04,18.96973653
14.42,18.97437999,0.4631058208,18.97948369,19.05193104,18.90263443,0,0,0,0,0.01,18.97437999,0,0.0225,18.97437999,0,0.04,18.97437999
14.43,18.97911152,0.4646863312,18.98487523,18.59822457,19.05085987,0,0,0,0,0.01,18.97911152,0,0.0225,18.97911152,0,0.04,18.97911152
14.44,18.98355769,0.4338495498,18.93520387,18.84313396,19.1243702,0,0,0,0,0.01,18.98355769,0,0.0225,18.98355769,0,0.04,18.98355769
14.45,18.98775995,0.4097486632,18.99324939,18.92596051,18.9547115,0,0,0,0,0.01,18.98775995,0,0.0225,18.98775995,0,0.04,18.98775995
14.46,18.99193342,0.4336772022,18.89464598,19.10762666,18.98938593,0,0,0,0,0.01,18.99193342,0,0.0225,18.99193342,0,0.04,18.99193342
14.47,18.99629106,0.4370595149,18.8778998,18.78561392,19.0225021,0,0,0,0,0.01,18.99629106,0,0.0225,18.99629106,0,0.04,18.99629106
14.48,19.00057338,0.4347503585,19.00406704,18.83232629,19.0971168,0,0,0,0,0.01,19.00057338,0,0.0225,19.00057338,0,0.04,19.00057338
14.49,19.00530298,0.4808535081,19.05043746,19.00228625,19.06081137,0,0,0,0,0.01,19.00530298,0,0.0225,19.00530298,0,0.04,19.00530298
14.5,19.01022756,0.5139600988,19.11660252,19.07677866,18.92512798,0,0,0,0,0.01,19.01022756,0,0.0225,19.01022756,0,0.04,19.01022756
14.51,19.01510876,0.4413007579,19.10113083,18.98201244,18.96469485,0,0,0,0,0.01,19.01510876,0,0.0225,19.01510876,0,0.04,19.01510876
14.52,19.01940921,0.424864858,19.11766338,18.91412131,18.84028867,0,0,0,0,0.01,19.01940921,0,0.0225,19.01940921,0,0.04,19.01940921
14.53,19.02365778,0.42515627,18.90215122,19.09162826,19.15242346,0,0,0,0,0.01,19.02365778,0,0.0225,19.02365778,0,0.04,19.02365778
14.54,19.0281714,0.4425692443,19.00501045,19.01709688,18.65517266,0,0,0,0,0.01,19.0281714,0,0.0225,19.0281714,0,0.04,19.0281714
14.55,19.03255103,0.4114724633,19.13816009,18.95684281,19.23838902,0,0,0,0,0.01,19.03255103,0,0.0225,19.03255103,0,0.04,19.03255103
14.56,19.03669338,0.4119757096,19.13064598,19.08402839,18.84757447,0,0,0,0,0.01,19.03669338,0,0.0225,19.03669338,0,0.04,19.03669338
14.57,19.04082647,0.4116883548,18.89540773,18.76513917,19.10175019,0,0,0,0,0.01,19.04082647,0,0.0225,19.04082647,0,0.04,19.04082647
14.58,19.04488423,0.4032415197,19.0184148,18.99960084,19.07791864,0,0,0,0,0.01,19.04488423,0,0.0225,19.04488423,0,0.04,19.04488423
14.59,19.04887532,0.3788521197,18.98591594,19.25612716,19.09643292,0,0,0,0,0.01,19.04887532,0,0.0225,19.04887532,0,0.04,19.04887532
14.6,19.05254238,0.3681623681,18.95312699,19.21475391,19.12011515,0,0,0,0,0.01,19.05254238,0,0.0225,19.05254238,0,0.04,19.05254238
14.61,19.05626781,0.3698592012,19.13995222,19.13411651,18.95294515,0,0,0,0,0.01,19.05626781,0,0.0225,19.05626781,0,0.04,19.05626781
14.62,19.05993961,0.3725444545,19.06411373,19.13902,19.0395371,0,0,0,0,0.01,19.05993961,0,0.0225,19.05993961,0,0.04,19.05993961
14.63,19.06367542,0.3706735696,19.09504869,19.14388884,19.19529571,0,0,0,0,0.01,19.06367542,0,0.0225,19.06367542,0,0.04,19.06367542
14.64,19.06733866,0.3731031333,18.88630905,18.98388903,18.85927996,0,0,0,0,0.01,19.06733866,0,0.0225,19.06733866,0,0.04,19.06733866
14.65,19.07140021,0.4202500988,19.08418717,18.90725547,19.29560394,0,0,0,0,0.01,19.07140021,0,0.0225,19.07140021,0,0.04,19.07140021
14.66,19.07538648,0.3919052843,19.03661374,19.08580385,19.17070616,0,0,0,0,0.01,19.07538648,0,0.0225,19.07538648,0,0.04,19.07538648
14.67,19.07932087,0.3948581273,19.08570767,19.02250262,18.91893987,0,0,0,0,0.01,19.07932087,0,0.0225,19.07932087,0,0.04,19.07932087
14.68,19.08326667,0.3920896808,19.18683669,18.9850064,18.94841825,0,0,0,0,0.01,19.08326667,0,0.0225,19.08326667,0,0.04,19.08326667
14.69,19.08715683,0.3815754797,19.26140927,19.09354219,19.17331604,0,0,0,0,0.01,19.08715683,0,0.0225,19.08715683,0,0.04,19.08715683
14.7,19.09107894,0.4081264508,19.10668617,18.84366485,19.39593962,0,0,0,0,0.01,19.09107894,0,0.0225,19.09107894,0,0.04,19.09107894
14.71,19.09496584,0.3708519796,19.18873447,19.15620707,19.16562907,0,0,0,0,0.01,19.09496584,0,0.0225,19.09496584,0,0.04,19.09496584
14.72,19.0987059,0.3826949486,19.16440536,19.32072945,19.11465685,0,0,0,0,0.01,19.0987059,0,0.0225,19.0987059,0,0.04,19.0987059
14.73,19.10240904,0.3520017278,19.03289699,19.31460674,18.90881662,0,0,0,0,0.01,19.10240904,0,0.0225,19.10240904,0,0.04,19.10240904
14.74,19.105861,0.3170947133,19.12734708,19.2049314,19.31692228,0,0,0,0,0.01,19.105861,0,0.0225,19.105861,0,0.04,19.105861
14.75,19.10902198,0.3192551177,19.14406879,19.02501809,18.78551776,0,0,0,0,0.01,19.10902198,0,0.0225,19.10902198,0,0.04,19.10902198
14.76,19.11216025,0.3114575331,19.08929495,18.93386997,18.94030408,0,0,0,0,0.01,19.11216025,0,0.0225,19.11216025,0,0.04,19.11216025
14.77,19.11532744,0.3233904819,19.21229847,19.04500204,19.17610955,0,0,0,0,0.01,19.11532744,0,0.0225,19.11532744,0,0.04,19.11532744
14.78,19.11835245,0.279583047,19.08446371,19.18843378,19.34234251,0,0,0,0,0.01,19.11835245,0,0.0225,19.11835245,0,0.04,19.11835245
14.79,19.12125573,0.2887030391,19.13470391,19.02759259,19.05221464,0,0,0,0,0.01,19.12125573,0,0.0225,19.12125573,0,0.04,19.12125573
14.8,19.12403371,0.2756915096,19.27218464,19.16039172,19.03619213,0,0,0,0,0.01,19.12403371,0,0.0225,19.12403371,0,0.04,19.12403371
14.81,19.12679975,0.2713567422,19.14100318,19.16700671,18.94539366,0,0,0,0,0.01,19.12679975,0,0.0225,19.12679975,0,0.04,19.12679975
14.82,19.12950572,0.2812103413,19.17680294,19.25970019,18.8367846,0,0,0,0,0.01,19.12950572,0,0.0225,19.12950572,0,0.04,19.12950572
14.83,19.13244856,0.2940190232,19.18893356,19.165678,19.15938209,0,0,0,0,0.01,19.13244856,0,0.0225,19.13244856,0,0.04,19.13244856
14.84,19.13561468,0.3333095155,19.17708999,18.94070791,19.01219506,0,0,0,0,0.01,19.13561468,0,0.0225,19.13561468,0,0.04,19.13561468
14.85,19.13898722,0.3491074439,19.16396127,19.17922622,19.1890439,0,0,0,0,0.01,19.13898722,0,0.0225,19.13898722,0,0.04,19.13898722
14.86,19.1424546,0.3443839684,18.96525954,19.13521593,18.9068628,0,0,0,0,0.01,19.1424546,0,0.0225,19.1424546,0,0.04,19.1424546
14.87,19.14611515,0.3454288864,19.16735303,19.19602395,19.00468163,0,0,0,0,0.01,19.14611515,0,0.0225,19.14611515,0,0.04,19.14611515
14.88,19.14964002,0.3672113366,19.09226704,19.15355535,18.91798852,0,0,0,0,0.01,19.14964002,0,0.0225,19.14964002,0,0.04,19.14964002
14.89,19.15346952,0.3788881755,19.37996361,19.11755104,19.21259572,0,0,0,0,0.01,19.15346952,0,0.0225,19.15346952,0,0.04,19.15346952
14.9,19.15731327,0.39655329,19.1503806,19.09178746,19.06814713,0,0,0,0,0.01,19.15731327,0,0.0225,19.15731327,0,0.04,19.15731327
14.91,19.16141264,0.41927859,19.24141962,19.28695349,19.08014355,0,0,0,0,0.01,19.16141264,0,0.0225,19.16141264,0,0.04,19.16141264
14.92,19.16549543,0.4007094437,18.9858354,19.18822041,19.04521738,0,0,0,0,0.01,19.16549543,0,0.0225,19.16549543,0,0.04,19.16549543
14.93,19.16988305,0.449232286,19.16709141,19.22999305,19.08341977,0,0,0,0,0.01,19.16988305,0,0.0225,19.16988305,0,0.04,19.16988305
14.94,19.1744348,0.479850906,19.27984426,19.1195269,19.31008888,0,0,0,0,0.01,19.1744348,0,0.0225,19.1744348,0,0.04,19.1744348
14.95,19.17908533,0.4453241495,19.16880541,18.91837883,19.22133029,0,0,0,0,0.01,19.17908533,0,0.0225,19.17908533,0,0.04,19.17908533
14.96,19.18363895,0.458811755,19.22959135,19.31513771,19.19277352,0,0,0,0,0.01,19.18363895,0,0.0225,19.18363895,0,0.04,19.18363895
14.97,19.18820484,0.4449571941,19.2336039,19.4349638,19.10420891,0,0,0,0,0.01,19.18820484,0,0.0225,19.18820484,0,0.04,19.18820484
14.98,19.19275124,0.4702484554,19.19562598,19.10010187,19.56681308,0,0,0,0,0.01,19.19275124,0,0.0225,19.19275124,0,0.04,19.19275124
14.99,19.19722707,0.4589569938,19.18219774,19.16257303,19.27998514,0,0,0,0,0.01,19.19722707,0,0.0225,19.19722707,0,0.04,19.19722707
15,19.20183033,0.4580120802,19.3213866,19.42840684,19.05719099,0,0,0,0,0.01,19.20183033,0,0.0225,19.20183033,0,0.04,19.20183033
15.01,19.20618348,0.4240626577,19.12885091,19.35791285,19.30216935,0,0,0,0,0.01,19.20618348,0,0.0225,19.20618348,0,0.04,19.20618348
15.02,19.21046304,0.4303674791,19.18635086,19.19636744,19.27240654,0,0,0,0,0.01,19.21046304,0,0.0225,19.21046304,0,0.04,19.21046304
15.03,19.21456741,0.3948903051,19.10545804,19.02821305,19.2562549,0,0,0,0,0.01,19.21456741,0,0.0225,19.21456741,0,0.04,19.21456741
15.04,19.21842654,0.4026857046,19.31153697,18.95967329,18.96007082,0,0,0,0,0.01,19.21842654,0,0.0225,19.21842654,0,0.04,19.21842654
15.05,19.2224526,0.4069635181,19.21031203,19.25021209,19.62081127,0,0,0,0,0.01,19.2224526,0,0.0225,19.2224526,0,0.04,19.2224526
15.06,19.22656773,0.4034877405,19.26303354,19.09114204,19.77853306,0,0,0,0,0.01,19.22656773,0,0.0225,19.22656773,0,0.04,19.22656773
15.07,19.23043336,0.3912309434,19.31473938,19.03692916,19.11818084,0,0,0,0,0.01,19.23043336,0,0.0225,19.23043336,0,0.04,19.23043336
15.08,19.2340198,0.3385577872,19.278817,19.10833409,19.15488567,0,0,0,0,0.01,19.2340198,0,0.0225,19.2340198,0,0.04,19.2340198
15.09,19.23736226,0.3281289268,19.14755682,19.31422325,19.02055638,0,0,0,0,0.01,19.23736226,0,0.0225,19.23736226,0,0.04,19.23736226
15.1,19.24043776,0.2927358734,19.00243498,19.33997142,18.91257563,0,0,0,0,0.01,19.24043776,0,0.0225,19.24043776,0,0.04,19.24043776
15.11,19.24331369,0.3009643714,19.08626419,19.16091781,19.0593669,0,0,0,0,0.01,19.24331369,0,0.0225,19.24331369,0,0.04,19.24331369
15.12,19.24613913,0.2893259458,19.28214294,19.36517672,19.37378262,0,0,0,0,0.01,19.24613913,0,0.0225,19.24613913,0,0.04,19.24613913
15.13,19.24886552,0.2815032852,19.38380495,18.95879273,19.51232551,0,0,0,0,0.01,19.24886552,0,0.0225,19.24886552,0,0.04,19.24886552
15.14,19.25177646,0.2969067769,19.28211154,19.35671063,19.571981,0,0,0,0,0.01,19.25177646,0,0.0225,19.25177646,0,0.04,19.25177646
15.15,19.25489815,0.3121029089,19.12309493,19.26104838,19.50762922,0,0,0,0,0.01,19.25489815,0,0.0225,19.25489815,0,0.04,19.25489815
15.16,19.25804572,0.3176650838,19.20380023,19.35076035,19.49399177,0,0,0,0,0.01,19.25804572,0,0.0225,19.25804572,0,0.04,19.25804572
15.17,19.26104069,0.2791290965,19.14250497,19.27450878,19.63529967,0,0,0,0,0.01,19.26104069,0,0.0225,19.26104069,0,0.04,19.26104069
15.18,19.26402785,0.3054760959,19.18237732,19.31026907,19.57936339,0,0,0,0,0.01,19.26402785,0,0.0225,19.26402785,0,0.04,19.26402785
15.19,19.26732334,0.3310732742,19.17046648,18.93218901,19.59243807,0,0,0,0,0.01,19.26732334,0,0.0225,19.26732334,0,0.04,19.26732334
15.2,19.27082117,0.3579558524,19.21029566,19.17096987,19.08480835,0,0,0,0,0.01,19.27082117,0,0.0225,19.27082117,0,0.04,19.27082117
15.21,19.27443735,0.3642780424,19.23358722,19.22965018,19.27837865,0,0,0,0,0.01,19.27443735,0,0.0225,19.27443735,0,0.04,19.27443735
15.22,19.27821852,0.3771145649,19.16681144,19.37531384,19.35627774,0,0,0,0,0.01,19.27821852,0,0.0225,19.27821852,0,0.04,19.27821852
15.23,19.28188742,0.3659862079,19.2484986,19.28242955,19.51377353,0,0,0,0,0.01,19.28188742,0,0.0225,19.28188742,0,0.04,19.28188742
15.24,19.2853636,0.3398698317,19.32662565,19.19996605,19.38671102,0,0,0,0,0.01,19.2853636,0,0.0225,19.2853636,0,0.04,19.2853636
15.25,19.28892253,0.364936866,19.27071804,19.52044743,19.46450628,0,0,0,0,0.01,19.28892253,0,0.0225,19.28892253,0,0.04,19.28892253
15.26,19.29256616,0.3492149555,19.31525751,19.43513409,19.66109233,0,0,0,0,0.01,19.29256616,0,0.0225,19.29256616,0,0.04,19.29256616
15.27,19.2961683,0.3484477273,19.36962031,19.17977433,18.90061259,0,0,0,0,0.01,19.2961683,0,0.0225,19.2961683,0,0.04,19.2961683
15.28,19.29958361,0.3280532685,19.43788508,19.27518103,18.9488097,0,0,0,0,0.01,19.29958361,0,0.0225,19.29958361,0,0.04,19.29958361
15.29,19.3029858,0.3250069255,19.29010147,19.33211895,19.31175852,0,0,0,0,0.01,19.3029858,0,0.0225,19.3029858,0,0.04,19.3029858
15.3,19.30606506,0.2818334409,19.25708195,19.42629608,19.42465396,0,0,0,0,0.01,19.30606506,0,0.0225,19.30606506,0,0.04,19.30606506
15.31,19.30915665,0.3253492756,19.24508258,19.23239876,19.45330003,0,0,0,0,0.01,19.30915665,0,0.0225,19.30915665,0,0.04,19.30915665
15.32,19.31231483,0.2978110086,19.55789672,19.39584705,19.59109601,0,0,0,0,0.01,19.31231483,0,0.0225,19.31231483,0,0.04,19.31231483
15.33,19.3154892,0.3253036327,19.25256638,19.30601867,19.3755902,0,0,0,0,0.01,19.3154892,0,0.0225,19.3154892,0,0.04,19.3154892
15.34,19.31847677,0.2985961683,19.21701984,19.20519149,19.16757547,0,0,0,0,0.01,19.31847677,0,0.0225,19.31847677,0,0.04,19.31847677
15.35,19.32122583,0.2616788143,19.28730484,19.05659648,19.2390062,0,0,0,0,0.01,19.32122583,0,0.0225,19.32122583,0,0.04,19.32122583
15.36,19.32376081,0.2540561598,19.21840633,19.2477803,19.15905689,0,0,0,0,0.01,19.32376081,0,0.0225,19.32376081,0,0.04,19.32376081
15.37,19.32609254,0.2278289519,19.24780892,19.29283897,19.35394617,0,0,0,0,0.01,19.32609254,0,0.0225,19.32609254,0,0.04,19.32609254
15.38,19.32846378,0.2367761644,19.23727989,19.36660101,19.33826578,0,0,0,0,0.01,19.32846378,0,0.0225,19.32846378,0,0.04,19.32846378
15.39,19.33063542,0.2021135009,19.2957578,19.40943447,19.54633488,0,0,0,0,0.01,19.33063542,0,0.0225,19.33063542,0,0.04,19.33063542
15.4,19.33268796,0.2139732033,19.33798968,19.33753544,19.08773823,0,0,0,0,0.01,19.33268796,0,0.0225,19.33268796,0,0.04,19.33268796
15.41,19.33478123,0.2045167691,19.28298272,19.45257313,19.30644753,0,0,0,0,0.01,19.33478123,0,0.0225,19.33478123,0,0.04,19.33478123
15.42,19.336798,0.1785972453,19.43791963,19.45036522,19.55569683,0,0,0,0,0.01,19.336798,0,0.0225,19.336798,0,0.04,19.336798
15.43,19.33857457,0.1796760789,19.20564947,19.46272393,19.26493523,0,0,0,0,0.01,19.33857457,0,0.0225,19.33857457,0,0.04,19.33857457
15.44,19.34050133,0.2090217172,19.36649233,19.59300087,19.42474096,0,0,0,0,0.01,19.34050133,0,0.0225,19.34050133,0,0.04,19.34050133
15.45,19.34260949,0.2174710166,19.3599631,19.39176807,19.25038961,0,0,0,0,0.01,19.34260949,0,0.0225,19.34260949,0,0.04,19.34260949
15.46,19.3446604,0.1878476174,19.40999962,19.28479879,19.33799347,0,0,0,0,0.01,19.3446604,0,0.0225,19.3446604,0,0.04,19.3446604
15.47,19.34640595,0.1566592721,19.34426996,19.44626263,19.53200516,0,0,0,0,0.01,19.34640595,0,0.0225,19.34640595,0,0.04,19.34640595
15.48,19.34806395,0.1580860362,19.33179064,19.41613364,19.85281045,0,0,0,0,0.01,19.34806395,0,0.0225,19.34806395,0,0.04,19.34806395
15.49,19.34969992,0.1750606686,19.38008298,19.25978454,19.18842167,0,0,0,0,0.01,19.34969992,0,0.0225,19.34969992,0,0.04,19.34969992
15.5,19.35164589,0.2153826017,19.40736321,19.2025925,19.10907679,0,0,0,0,0.01,19.35164589,0,0.0225,19.35164589,0,0.04,19.35164589
15.51,19.35372609,0.2222333615,19.43087163,19.249317,19.48332839,0,0,0,0,0.01,19.35372609,0,0.0225,19.35372609,0,0.04,19.35372609
15.52,19.35615383,0.2424586346,19.28868654,19.26582754,19.34473569,0,0,0,0,0.01,19.35615383,0,0.0225,19.35615383,0,0.04,19.35615383
15.53,19.35847729,0.2287303676,19.33837637,19.36208018,19.54682071,0,0,0,0,0.01,19.35847729,0,0.0225,19.35847729,0,0.04,19.35847729
15.54,19.36062404,0.1969089219,19.1870477,19.39838168,19.07172216,0,0,0,0,0.01,19.36062404,0,0.0225,19.36062404,0,0.04,19.36062404
15.55,19.36261372,0.19746395,19.24402028,19.56167358,19.1187187,0,0,0,0,0.01,19.36261372,0,0.0225,19.36261372,0,0.04,19.36261372
15.56,19.36455035,0.1829691945,19.29367805,19.4155123,19.35485831,0,0,0,0,0.01,19.36455035,0,0.0225,19.36455035,0,0.04,19.36455035
15.57,19.36650755,0.1866421436,19.34510107,19.23934976,19.05738207,0,0,0,0,0.01,19.36650755,0,0.0225,19.36650755,0,0.04,19.36650755
15.58,19.36821179,0.1580918679,19.47368158,19.36597873,19.10950738,0,0,0,0,0.01,19.36821179,0,0.0225,19.36821179,0,0.04,19.36821179
15.59,19.36983146,0.1661051574,19.37535128,19.56595809,19.43774173,0,0,0,0,0.01,19.36983146,0,0.0225,19.36983146,0,0.04,19.36983146
15.6,19.37138738,0.1251027686,19.18512287,19.52584104,19.33408005,0,0,0,0,0.01,19.37138738,0,0.0225,19.37138738,0,0.04,19.37138738
15.61,19.37262026,0.125190708,19.35319064,19.51724591,19.30067598,0,0,0,0,0.01,19.37262026,0,0.0225,19.37262026,0,0.04,19.37262026
15.62,19.37385731,0.1337677765,19.30119977,19.09265161,19.68432984,0,0,0,0,0.01,19.37385731,0,0.0225,19.37385731,0,0.04,19.37385731
15.63,19.37508256,0.1131483872,19.42137502,19.09041575,19.20340852,0,0,0,0,0.01,19.37508256,0,0.0225,19.37508256,0,0.04,19.37508256
15.64,19.37628605,0.1220326399,19.39792565,19.39435718,19.04544641,0,0,0,0,0.01,19.37628605,0,0.0225,19.37628605,0,0.04,19.37628605
15.65,19.37724937,0.09447805541,19.39705811,18.92111264,19.48528881,0,0,0,0,0.01,19.37724937,0,0.0225,19.37724937,0,0.04,19.37724937
15.66,19.37825718,0.1143274546,19.34780222,19.40744321,19.29490227,0,0,0,0,0.01,19.37825718,0,0.0225,19.37825718,0,0.04,19.37825718
15.67,19.37928041,0.1102635211,19.45022459,19.42828344,19.27908128,0,0,0,0,0.01,19.37928041,0,0.0225,19.37928041,0,0.04,19.37928041
15.68,19.38037225,0.09156730979,19.40506515,19.31351571,19.46028694,0,0,0,0,0.01,19.38037225,0,0.0225,19.38037225,0,0.04,19.38037225
15.69,19.38114035,0.06141941251,19.42137071,19.40654662,19.52558637,0,0,0,0,0.01,19.38114035,0,0.0225,19.38114035,0,0.04,19.38114035
15.7,19.38184726,0.06411116881,19.381312,19.06694623,19.90396771,0,0,0,0,0.01,19.38184726,0,0.0225,19.38184726,0,0.04,19.38184726
15.71,19.38243587,0.04893694792,19.30054438,19.52299014,19.32435396,0,0,0,0,0.01,19.38243587,0,0.0225,19.38243587,0,0.04,19.38243587
15.72,19.38292165,0.04804693124,19.26013405,19.27392256,19.53518401,0,0,0,0,0.01,19.38292165,0,0.0225,19.38292165,0,0.04,19.38292165
15.73,19.38353313,0.09134301597,19.40092827,19.4397623,19.15006,0,0,0,0,0.01,19.38353313,0,0.0225,19.38353313,0,0.04,19.38353313
15.74,19.38438065,0.06808062173,19.44680336,19.11937845,19.16303403,0,0,0,0,0.01,19.38438065,0,0.0225,19.38438065,0,0.04,19.38438065
